control_for,Continent,functional_biome,control_within_dist,unique_id,nitrogen_depo,functional_biome_num,olson_biome_num,climatic_region_num,elevation,MaxTemp,BurnedAreaMean,human_modification,MAT,MAP,EVI,climatic_region,olson_biome,land_cover
Australia_102538,Oceania,THN,100k,Australia_102538_control,236.53173828125,24,4,15,868.376708984375,26.8466529846191,0.000135524504003115,0.0593480244278908,10.0549650192261,67.6771926879883,3465.88989257813,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenBroad
Finland_102076,Europe,TMC,100k,Finland_102076_control,325.394287109375,5,6,26,4.13256549835205,25.8179531097412,0,0.292835891246796,4.92955160140991,51.1404762268067,1570.28967285156,Cold,Boreal Forests/Taiga,Ocean
Finland_102079,Europe,TMC,100k,Finland_102079_control,391.988922119141,5,6,26,116.015983581543,24.6135082244873,0,0.485017329454422,5.25879287719727,53.6394424438477,2582.22192382813,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Finland_102102,Europe,TMC,100k,Finland_102102_control,306.444885253906,5,6,27,214.320739746094,24.1567611694336,0,0.160091057419777,3.87786340713501,58.4009246826172,2511.21069335938,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Australia_102539,Oceania,THN,100k,Australia_102539_control,174.138107299805,24,4,14,118.085914611816,30.5106315612793,0.00490797683596611,0.178084284067154,19.4256248474121,92.9816589355469,3471.25463867188,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenBroad
Australia_102553,Oceania,SMD,100k,Australia_102553_control,224.362945556641,8,8,7,310.234741210938,38.1673126220703,0.0102800354361534,0.142890065908432,17.153736114502,41.0149917602539,2458.19116210938,Arid,"Temperate Grasslands, Savannas & Shrublands",ClosedForestDeciduousBroad
Australia_102552,Oceania,THN,100k,Australia_102552_control,613.064331054688,24,4,14,99.5406188964844,33.0293960571289,0.000128258456243202,0.561292946338654,17.7793407440186,69.9137954711914,4121.80517578125,Temperate,Temperate Broadleaf & Mixed Forests,HerbacousVeg
Australia_102558,Oceania,THN,100k,Australia_102558_control,281.9951171875,24,4,15,752.997436523438,29.2131099700928,0.000811123696621507,0.15005174279213,14.9028644561768,69.3774032592773,3852.3994140625,Temperate,Temperate Broadleaf & Mixed Forests,HerbacousVeg
Australia_102554,Oceania,THN,100k,Australia_102554_control,281.926574707031,24,4,14,180.783843994141,33.4104614257813,0.000227845637709834,0.237861841917038,19.4250221252441,85.7077102661133,3833.87646484375,Temperate,Temperate Broadleaf & Mixed Forests,HerbacousVeg
Australia_102569,Oceania,THN,100k,Australia_102569_control,300.897155761719,24,4,14,500.621246337891,33.3001670837402,0.00433543138206005,0.0974357128143311,13.6942939758301,64.0219039916992,3731.37329101563,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenBroad
Australia_102574_A,Oceania,SMD,100k,Australia_102574_A_control,123.715362548828,8,12,8,100.131713867188,33.5365028381348,0.000997860450297594,0.447481870651245,18.2945098876953,61.6894340515137,3928.56860351563,Temperate,"Mediterranean Forests, Woodlands & Scrub",HerbacousVeg
Ukraine_102250,Europe,TMB,100k,Ukraine_102250_control,1089.91027832031,17,5,26,715.643005371094,25.4074878692627,7.95346277300268e-05,0.350160092115402,7.45660781860352,65.1204071044922,3507.486328125,Cold,Temperate Conifer Forests,ClosedForestMixed
Australia_102579,Oceania,TMD,100k,Australia_102579_control,100.299736022949,11,12,8,266.853759765625,34.8153076171875,0.00805554538965225,0.26722514629364,17.8202266693115,48.213191986084,2625.05908203125,Temperate,"Mediterranean Forests, Woodlands & Scrub",OpenForestOther
Australia_102593,Oceania,THN,100k,Australia_102593_control,229.843521118164,24,4,15,33.2173194885254,23.3542423248291,0,0.18958155810833,14.6312322616577,76.9208068847656,5691.03125,Temperate,Temperate Broadleaf & Mixed Forests,HerbacousVeg
Finland_102072,Europe,TMC,100k,Finland_102072_control,333.294860839844,5,6,26,50.6663627624512,25.5356025695801,3.30806906276848e-05,0.532267212867737,4.71292352676392,53.055103302002,2519.15991210938,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Australia_102578,Oceania,SMD,100k,Australia_102578_control,178.242492675781,8,12,8,52.6167297363281,31.6417636871338,0.0766536444425583,0.409614086151123,18.8802356719971,55.157901763916,2789.50146484375,Temperate,"Mediterranean Forests, Woodlands & Scrub",OpenForestOther
Australia_102575,Oceania,SMD,100k,Australia_102575_control,276.778015136719,8,7,6,287.773864746094,42.3780899047852,0.16914676129818,0.000181207855348475,28.34739112854,54.848518371582,1558.03588867188,Arid,"Tropical & Subtropical Grasslands, Savannas & Shrublands",HerbacousVeg
Guatemala_102929,North America,THD,100k,Guatemala_102929_control,1019.95819091797,12,3,12,1580.8544921875,27.2053699493408,0,0.28405025601387,18.5085220336914,160.909896850586,4487.5830078125,Temperate,Tropical & Subtropical Coniferous Forests,ClosedForestEvergreenBroad
Costa Rica_102334,North America,TMN,over_1000k,Costa Rica_102334_control,302.618286132813,23,13,6,906.216857910156,39.371223449707,0,0.129026278853416,21.1076011657715,51.3394813537598,2028.73803710937,Arid,Deserts & Xeric Shrublands,Shrubs
Indonesia_10288,Asia,THN,100k,Indonesia_10288_control,1677.3505859375,24,1,1,1472.42150878906,24.3555450439453,0,0.331866770982742,18.6642570495605,360.600006103516,3593.15673828125,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Sweden_103386,Europe,TMB,100k,Sweden_103386_control,233.135589599609,17,6,27,324.623321533203,23.2025985717773,0,0.236419260501862,3.66286158561707,55.3244285583496,2152.82446289063,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Vietnam_10364,Asia,THD,100k,Vietnam_10364_control,2081.11865234375,12,1,11,327.021331787109,32.4585304260254,0.000103319733170792,0.267746716737747,22.7833786010742,180.522537231445,4261.2666015625,Temperate,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Costa Rica_102367,North America,THN,500k,Costa Rica_102367_control,301.430023193359,24,1,2,90.7302932739258,33.3127632141113,0.00431749131530523,0.194674715399742,26.30078125,245.852844238281,4730.7978515625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,OpenForestOther
Sweden_10404,Europe,TMC,100k,Sweden_10404_control,234.63655090332,5,6,27,494.551696777344,23.9389781951904,0,0.166272953152657,3.29212689399719,86.7899169921875,2269.66455078125,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_10409,Europe,TMC,100k,Sweden_10409_control,539.745849609375,5,4,26,119.549468994141,24.8068809509277,0,0.289584249258041,7.0113844871521,63.1043815612793,3110.29809570313,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Sweden_10441,Europe,SLB,100k,Sweden_10441_control,118.520240783691,13,11,27,796.839721679688,18.4947872161865,0,0.0179063752293587,-0.90448397397995,91.6247253417969,1143.36303710938,Cold,Tundra,HerbacousVeg
Guatemala_103039,North America,THD,500k,Guatemala_103039_control,583.041015625,12,3,12,2515.50610351563,22.9494800567627,0.000715337751898915,0.471735179424286,14.3114881515503,189.791213989258,3174.85327148438,Temperate,Tropical & Subtropical Coniferous Forests,OpenForestOther
Chile_104,South America,TMN,100k,Chile_104_control,200.078094482422,23,4,9,1115.04406738281,22.8702583312988,0,0.186457499861717,8.15903568267822,168.084365844727,3929.38842773438,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenBroad
Australia_10585,Oceania,SMD,100k,Australia_10585_control,510.489135742188,8,4,15,547.610656738281,31.5204429626465,0,0.141430020332336,13.9985799789429,52.0490570068359,3289.06494140625,Temperate,Temperate Broadleaf & Mixed Forests,HerbacousVeg
Australia_10586,Oceania,SMD,100k,Australia_10586_control,312.704406738281,8,4,14,341.004455566406,35.2286987304688,0.0273039191961288,0.245986074209213,14.9085655212402,50.572151184082,3659.07470703125,Temperate,Temperate Broadleaf & Mixed Forests,HerbacousVeg
Australia_10589,Oceania,THN,100k,Australia_10589_control,324.81298828125,24,4,15,1114.19030761719,26.9533195495606,0.000740375020541251,0.153240516781807,11.9134206771851,83.4961013793945,4019.87231445313,Temperate,Temperate Broadleaf & Mixed Forests,HerbacousVeg
United Kingdom_10558,Europe,TMC,100k,United Kingdom_10558_control,395.157867431641,5,5,16,521.617797851563,17.7315673828125,0,0.129500508308411,6.40794134140015,118.951065063477,2584.56201171875,Temperate,Temperate Conifer Forests,HerbacousVeg
Montenegro_1059,Europe,TMC,100k,Montenegro_1059_control,955.59228515625,5,4,27,1766.92041015625,22.1139755249023,0.00865029357373714,0.137683361768723,4.69105195999146,201.824844360352,2001.21667480469,Cold,Temperate Broadleaf & Mixed Forests,HerbacousVeg
Australia_10628,Oceania,THN,100k,Australia_10628_control,218.714233398438,24,4,14,229.580963134766,32.6014709472656,0.00889394525438547,0.292759329080582,16.6635131835938,73.7738342285156,3770.52124023438,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenBroad
Germany_103142,Europe,TMN,1000k,Germany_103142_control,620.748291015625,23,4,26,145.266815185547,26.0524387359619,0,0.240827322006226,7.1675238609314,49.8344192504883,2898.33666992188,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Pakistan_10270,Asia,SLB,500k,Pakistan_10270_control,326.500671386719,13,10,29,3053.90600585938,17.7391223907471,0,0.163432002067566,-1.79844081401825,27.7349529266357,812.824401855469,Polar,Montane Grasslands & Shrublands,HerbacousVeg
Costa Rica_102337,North America,THN,1000k,Costa Rica_102337_control,739.09326171875,24,3,15,1172.00927734375,28.8463726043701,0.0138846598565578,0.283208727836609,20.9601211547852,193.466934204102,3023.10009765625,Temperate,Tropical & Subtropical Coniferous Forests,OpenForestOther
Chile_107,South America,SLN,100k,Chile_107_control,112.65535736084,19,8,7,145.130447387695,20.2273178100586,0,0.129484847187996,7.39691019058228,18.2807083129883,1435.99780273438,Arid,"Temperate Grasslands, Savannas & Shrublands",HerbacousVeg
Sweden_106838,Europe,TMC,100k,Sweden_106838_control,260.600280761719,5,6,27,348.871490478516,24.2336101531982,0,0.0514094717800617,3.17569446563721,63.092887878418,2455.85473632813,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Guatemala_107119,North America,THD,100k,Guatemala_107119_control,953.136169433594,12,3,12,1536.52905273438,27.687894821167,0.00301449163816869,0.303245186805725,18.6598320007324,91.085578918457,3463.23803710938,Temperate,Tropical & Subtropical Coniferous Forests,ClosedForestEvergreenBroad
Guatemala_107148,North America,THN,100k,Guatemala_107148_control,740.289428710938,24,1,15,1026.78210449219,27.8261661529541,0.00548795377835631,0.305636048316956,20.4211463928223,208.002593994141,4827.9931640625,Temperate,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Sierra Leone_10732,Africa,THD,100k,Sierra Leone_10732_control,878.278259277344,12,7,2,458.628204345703,35.3156623840332,0.137558579444885,0.426384329795837,25.1145095825195,206.467910766602,3911.89111328125,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",OpenForestOther
Australia_10596,Oceania,THN,500k,Australia_10596_control,356.608703613281,24,4,15,792.174560546875,30.2397384643555,0.00029441449441947,0.191288724541664,13.3610944747925,56.7888107299805,3229.33203125,Temperate,Temperate Broadleaf & Mixed Forests,HerbacousVeg
Vietnam_10357,Asia,THD,1000k,Vietnam_10357_control,5232.55419921875,12,4,14,397.449859619141,32.5787773132324,0.000102461883216165,0.371374607086182,16.0768928527832,160.586441040039,3345.62524414063,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenBroad
Sweden_106835,Europe,TMB,500k,Sweden_106835_control,244.753128051758,17,6,27,492.021026611328,23.8053951263428,0.000395263487007469,0.0865971446037293,3.10723757743835,65.7286071777344,2048.55249023438,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Costa Rica_108140,North America,TMD,100k,Costa Rica_108140_control,644.130187988281,11,1,3,231.276473999023,34.5528984069824,6.64765175315552e-05,0.385691165924072,26.0191383361816,238.407699584961,4689.39794921875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,OpenForestOther
Sri Lanka_10327,Asia,THN,over_1000k,Sri Lanka_10327_control,619.948913574219,24,1,1,143.148941040039,33.2291221618652,0.00786243844777346,0.159752130508423,26.9950714111328,256.619049072266,5049.4033203125,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Costa Rica_108154,North America,THN,100k,Costa Rica_108154_control,579.670593261719,24,1,2,1110.83288574219,26.4523048400879,0.0036181656178087,0.236842840909958,20.0723075866699,324.112884521484,3747.912109375,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Costa Rica_108146,North America,THN,100k,Costa Rica_108146_control,579.670593261719,24,1,2,683.393188476563,29.593391418457,0,0.362476706504822,22.7688713073731,264.178741455078,4605.11572265625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,OpenForestOther
Brazil_10795,South America,THN,500k,Brazil_10795_control,378.351867675781,24,1,2,66.1104965209961,35.0789947509766,0.0155889391899109,0.237551778554916,27.3091888427734,168.45947265625,4604.23681640625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,HerbacousVeg
El Salvador_107448,North America,THD,500k,El Salvador_107448_control,650.31396484375,12,3,3,1112.42797851563,31.0101947784424,0.00316055375151336,0.644827544689179,21.7523498535156,123.938270568848,3906.0693359375,Tropical,Tropical & Subtropical Coniferous Forests,OpenForestOther
Brazil_10823,South America,SHD,100k,Brazil_10823_control,496.921051025391,9,7,3,714.013122558594,33.3297576904297,0.002664964646101,0.12224256247282,23.6595363616943,90.2668075561524,3447.41430664063,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",HerbacousVeg
Burkina Faso_1049,Africa,SMD,1000k,Burkina Faso_1049_control,238.395217895508,8,7,6,304.777008056641,41.8110237121582,0.246411383152008,0.480372995138168,29.8028049468994,76.1608428955078,2533.19970703125,Arid,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Shrubs
Brazil_10846,South America,SMD,100k,Brazil_10846_control,499.031341552734,8,13,6,488.565368652344,35.3063659667969,0.000922189501579851,0.172486916184425,27.1725673675537,65.3272552490234,3303.30224609375,Arid,Deserts & Xeric Shrublands,Shrubs
Argentina_10862,South America,SMD,100k,Argentina_10862_control,254.815734863281,8,7,6,439.9638671875,37.0130958557129,0.000190318678505719,0.120306424796581,19.8378162384033,43.2663955688477,1803.75146484375,Arid,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Shrubs
Brazil_10842,South America,SMD,100k,Brazil_10842_control,365.984008789063,8,13,6,512.603271484375,33.9088745117188,0.000438759685494006,0.156996086239815,25.2201461791992,36.9139366149902,2981.26782226563,Arid,Deserts & Xeric Shrublands,Shrubs
Brazil_10845,South America,THN,100k,Brazil_10845_control,310.599243164063,24,1,1,94.1352233886719,31.9831237792969,3.19651417157729e-06,0.005160141736269,25.9725570678711,214.392547607422,4749.50732421875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Zambia_1093,Africa,THD,100k,Zambia_1093_control,247.424179077148,12,2,3,1196.12670898438,34.7667617797852,0.156589940190315,0.0888360366225243,21.8455810546875,102.915382385254,3704.9775390625,Tropical,Tropical & Subtropical Dry Broadleaf Forests,ClosedForestDeciduousBroad
Zambia_1090,Africa,THD,500k,Zambia_1090_control,300.323333740234,12,7,3,926.504089355469,34.856502532959,0.664779543876648,0.131669759750366,23.7197265625,100.910957336426,3859.8974609375,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",ClosedForestDeciduousBroad
South Sudan_1083,Africa,THD,500k,South Sudan_1083_control,1065.81506347656,12,7,3,640.274291992188,37.9255218505859,0.497514992952347,0.216940730810165,26.1735801696777,104.066970825195,3910.97265625,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",ClosedForestDeciduousBroad
Zambia_1091,Africa,THD,500k,Zambia_1091_control,252.806137084961,12,7,3,749.096557617188,32.5867614746094,0.326999843120575,0.112958118319511,22.9155693054199,86.0312881469727,3518.33227539063,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",ClosedForestDeciduousBroad
Ethiopia_10739,Africa,THD,over_1000k,Ethiopia_10739_control,867.320007324219,12,10,12,1166.11413574219,28.2833347320557,0.213016018271446,0.338624119758606,17.0718803405762,59.4281692504883,2645.203125,Temperate,Montane Grasslands & Shrublands,HerbacousVeg
Zambia_1095,Africa,THD,100k,Zambia_1095_control,254.642456054688,12,7,3,1235.85656738281,32.8908653259277,0.807432293891907,0.134554877877235,22.2648677825928,79.9723892211914,3661.16430664063,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",ClosedForestDeciduousBroad
Argentina_10879,South America,SLN,1000k,Argentina_10879_control,127.277145385742,19,8,7,247.4755859375,33.8580207824707,0.0204139426350594,0.0682522431015968,16.2457313537598,30.8745708465576,1263.58410644531,Arid,"Temperate Grasslands, Savannas & Shrublands",Shrubs
