control_for,Continent,functional_biome,control_within_dist,unique_id,nitrogen_depo,functional_biome_num,olson_biome_num,climatic_region_num,elevation,MaxTemp,BurnedAreaMean,human_modification,MAT,MAP,EVI,climatic_region,olson_biome,land_cover
Sweden_193050,Europe,TMN,100k,Sweden_193050_control,939.559814453125,23,4,26,139.221771240234,26.2250099182129,0,0.445719093084335,7.52569818496704,56.2179374694824,2817.56689453125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Sweden_193060,Europe,TMN,100k,Sweden_193060_control,579.092651367188,23,4,26,259.390747070313,25.6114807128906,0,0.412205576896668,6.73643827438355,53.6808090209961,2980.15771484375,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Sweden_193044,Europe,TMC,100k,Sweden_193044_control,539.745849609375,5,4,26,104.99047088623,26.2332077026367,0,0.243492588400841,7.24666500091553,56.0495719909668,3211.01806640625,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Sweden_193037,Europe,TMC,100k,Sweden_193037_control,498.07373046875,5,6,26,51.2623634338379,27.0720691680908,0,0.226610124111176,6.78993701934815,52.1621589660645,2958.53051757813,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_193067,Europe,TMN,100k,Sweden_193067_control,579.092651367188,23,4,26,103.035552978516,25.3087368011475,0,0.277169615030289,7.30086135864258,46.750057220459,2284.67749023438,Cold,Temperate Broadleaf & Mixed Forests,Water
Sweden_193068,Europe,TMN,100k,Sweden_193068_control,762.678771972656,23,4,26,131.440673828125,26.5274658203125,0,0.404014647006989,7.51443767547607,50.9393424987793,3033.44360351563,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
United Republic of Tanzania_19297,Africa,THD,500k,United Republic of Tanzania_19297_control,267.692535400391,12,9,3,1302.55090332031,33.3307495117188,0.577891945838928,0.147386938333511,22.1683158874512,58.9849319458008,2478.72900390625,Tropical,Flooded Grasslands & Savannas,HerbacousVeg
Brazil_19272,South America,SHD,500k,Brazil_19272_control,502.893981933594,9,7,3,673.568786621094,33.9050788879395,0.0073469621129334,0.14693158864975,24.231954574585,87.7791519165039,3120.54711914063,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",HerbacousVeg
Sweden_193114,Europe,TMB,100k,Sweden_193114_control,143.015777587891,17,6,27,382.722076416016,23.1455764770508,0,0.0544665306806564,1.59745168685913,64.2643661499024,1760.96569824219,Cold,Boreal Forests/Taiga,OpenForestOther
Sweden_193080,Europe,TMC,100k,Sweden_193080_control,327.978729248047,5,6,27,236.509170532227,25.3884391784668,0,0.133723527193069,4.50055265426636,54.5238838195801,2475.76293945313,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_193087,Europe,TMC,100k,Sweden_193087_control,390.491973876953,5,6,26,125.20093536377,25.8464012145996,0,0.348097801208496,5.78354215621948,56.6793975830078,2904.37744140625,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_193083,Europe,TMC,100k,Sweden_193083_control,260.600280761719,5,6,26,44.5201530456543,25.8421363830566,0,0.403817385435104,4.84558582305908,48.1264953613281,2245.01806640625,Cold,Boreal Forests/Taiga,Water
Sweden_193123,Europe,TMB,100k,Sweden_193123_control,284.419219970703,17,6,27,107.453628540039,25.224494934082,0,0.205816850066185,1.9593665599823,70.2163619995117,2524.03930664063,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_193124,Europe,TMB,100k,Sweden_193124_control,149.194000244141,17,6,27,260.576232910156,23.5651416778564,6.16172110312618e-05,0.0622583106160164,2.17666459083557,67.9274978637695,2354.228515625,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_193125,Europe,TMB,100k,Sweden_193125_control,235.768447875977,17,6,27,21.5712642669678,22.5295276641846,0,0.397319972515106,3.5976836681366,62.6319770812988,2643.52172851563,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_193126,Europe,TMB,100k,Sweden_193126_control,186.840576171875,17,6,27,219.310104370117,23.674036026001,0,0.0684193298220635,2.83187794685364,66.2936096191406,2458.43237304688,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Honduras_18845,North America,THN,over_1000k,Honduras_18845_control,625.718200683594,24,5,14,63.0139770507813,34.7208633422852,0.0655410662293434,0.10255940258503,19.6557197570801,121.667915344238,3875.8037109375,Temperate,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Sweden_193147,Europe,TMC,100k,Sweden_193147_control,511.804748535156,5,4,26,161.265274047852,25.3267250061035,0,0.158293172717094,6.84810495376587,51.4759407043457,3045.07250976563,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Canada_19318,North America,TMC,100k,Canada_19318_control,139.040222167969,5,6,26,114.890747070313,21.0556583404541,0,0.243166029453278,5.4936261177063,126.664390563965,2401.25317382813,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_19320,North America,SMC,100k,Canada_19320_control,137.308776855469,2,6,27,159.709167480469,20.5848541259766,0,0.234578818082809,5.36509513854981,135.029846191406,2592.15112304688,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_19328,North America,SMC,100k,Canada_19328_control,116.145248413086,2,6,26,31.4794178009033,23.2429733276367,0,0.00327723706141114,5.10194063186646,118.467933654785,2123.66845703125,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_19325,North America,SMC,100k,Canada_19325_control,136.761001586914,2,6,27,186.969284057617,18.6728534698486,0,0.130954027175903,4.75191450119019,148.599517822266,2341.8310546875,Cold,Boreal Forests/Taiga,HerbacousVeg
Sweden_193186,Europe,TMB,100k,Sweden_193186_control,186.840576171875,17,6,27,201.797027587891,23.6248645782471,0,0.0875411629676819,2.89259219169617,66.0121078491211,2551.40087890625,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_193195,Europe,TLB,100k,Sweden_193195_control,388.666625976563,17,6,27,192.853912353516,24.3261489868164,0,0.105196975171566,0.942375361919403,67.0341491699219,2098.53955078125,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_19338,North America,SMC,100k,Canada_19338_control,208.402053833008,2,6,26,389.854248046875,20.0339679718018,0,0.00211443798616529,3.22391152381897,160.554382324219,1484.50366210938,Cold,Boreal Forests/Taiga,HerbacousVeg
Canada_19336,North America,SMB,100k,Canada_19336_control,119.137542724609,14,6,27,34.2136001586914,17.2971496582031,0,0.00379777629859746,1.87463736534119,94.4405975341797,1844.28747558594,Cold,Boreal Forests/Taiga,HerbacousVeg
Canada_19322,North America,TMC,100k,Canada_19322_control,125.70191192627,5,6,26,137.397644042969,25.3667545318604,0,0.00119479501154274,4.87626361846924,110.114265441895,2754.802734375,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_19329,North America,TMB,100k,Canada_19329_control,122.827713012695,17,6,26,21.6889209747314,26.1629676818848,0,0.00620349310338497,5.08460712432861,104.047660827637,2965.26538085938,Cold,Boreal Forests/Taiga,ClosedForestMixed
Sweden_193197,Europe,TMB,100k,Sweden_193197_control,341.425842285156,17,6,27,108.841827392578,25.2166423797607,0,0.0455781407654285,2.06365418434143,71.8463745117188,2389.30981445313,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_19331,North America,TMC,100k,Canada_19331_control,151.938201904297,5,6,26,160.267379760742,21.3201198577881,0,0,5.03033447265625,104.923210144043,2080.74829101563,Cold,Boreal Forests/Taiga,HerbacousVeg
Sweden_193181,Europe,TMC,100k,Sweden_193181_control,337.111938476563,5,6,26,268.399932861328,25.9105415344238,0,0.109153524041176,5.16538906097412,66.9062728881836,2407.32641601563,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_19334,North America,TMB,100k,Canada_19334_control,106.764739990234,17,6,27,604.369995117188,20.3848628997803,5.26294788869564e-05,2.09156842174707e-05,-1.77652335166931,104.874298095703,1368.693359375,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Norway_193420,Europe,TLC,100k,Norway_193420_control,276.760650634766,4,11,27,955.318786621094,18.1706275939941,0,0.255809724330902,1.65771722793579,282.569396972656,1033.70043945313,Cold,Tundra,HerbacousVeg
Norway_193417,Europe,SMC,100k,Norway_193417_control,313.809356689453,2,11,15,230.825912475586,18.8079261779785,0,0.438243836164475,6.31782817840576,269.930145263672,2384.25927734375,Temperate,Tundra,HerbacousVeg
Norway_193429,Europe,SMC,100k,Norway_193429_control,243.131988525391,2,11,16,428.391265869141,15.9136075973511,0,0.232874929904938,5.39690351486206,249.837463378906,1842.15515136719,Temperate,Tundra,HerbacousVeg
Canada_19343,North America,SMC,100k,Canada_19343_control,226.525726318359,2,6,26,269.074951171875,21.4767513275147,0,0.00202721636742353,4.61012315750122,144.151153564453,2834.95336914063,Cold,Boreal Forests/Taiga,ClosedForestMixed
Canada_19345,North America,SMB,100k,Canada_19345_control,116.196441650391,14,6,27,30.6310863494873,20.6024227142334,0,3.97891162720043e-05,2.58371448516846,96.0580749511719,1480.48315429688,Cold,Boreal Forests/Taiga,OpenForestOther
Canada_19344,North America,SMB,100k,Canada_19344_control,130.712738037109,14,6,26,31.0484313964844,21.6502304077148,0,0,4.0689001083374,113.717315673828,2782.83374023438,Cold,Boreal Forests/Taiga,ClosedForestMixed
Sweden_193201,Europe,TMC,100k,Sweden_193201_control,235.768447875977,5,6,27,33.6117668151856,24.37158203125,0,0.415445685386658,2.84324598312378,74.3891830444336,2442.060546875,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_193202,Europe,TMC,100k,Sweden_193202_control,235.768447875977,5,6,27,103.225227355957,24.5716323852539,0,0.13546647131443,2.45394039154053,80.488395690918,2373.94165039063,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Norway_193425,Europe,TMC,100k,Norway_193425_control,313.809356689453,5,11,26,368.607818603516,20.374870300293,0,0.362409651279449,5.64042949676514,298.323669433594,1881.72680664063,Cold,Tundra,HerbacousVeg
Norway_193431,Europe,TMC,100k,Norway_193431_control,276.760650634766,5,5,26,393.768707275391,21.009090423584,0,0.358188778162003,5.17902612686157,274.152252197266,1466.56213378906,Cold,Temperate Conifer Forests,OpenForestOther
Indonesia_1928,Asia,THN,1000k,Indonesia_1928_control,487.977294921875,24,1,1,157.470855712891,32.7540740966797,0.00321745243854821,0.236002296209335,26.0879459381104,211.52815246582,4980.3291015625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Norway_193426,Europe,TMC,100k,Norway_193426_control,215.190002441406,5,11,27,599.360656738281,17.3119277954102,0,0.137767359614372,3.13346886634827,259.327362060547,790.6396484375,Cold,Tundra,HerbacousVeg
Canada_19360,North America,TMC,100k,Canada_19360_control,139.040222167969,5,6,27,149.285903930664,19.9897766113281,0,0.00216215453110635,5.52883195877075,123.629051208496,2502.31372070313,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_19411,North America,TMB,100k,Canada_19411_control,621.030639648438,17,8,26,267.683685302734,28.0387325286865,0,0.132215678691864,3.015700340271,39.4097061157227,2074.21508789063,Cold,"Temperate Grasslands, Savannas & Shrublands",HerbacousVeg
Norway_193467,Europe,TMC,100k,Norway_193467_control,285.5322265625,5,6,27,788.635986328125,22.4415988922119,0,0.161985024809837,2.04454135894775,90.8436889648438,1872.001953125,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Brazil_19428,South America,THN,100k,Brazil_19428_control,804.309814453125,24,1,15,824.177001953125,27.6034851074219,0.0221077669411898,0.172015324234962,16.5680713653564,137.134979248047,4266.8154296875,Temperate,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Norway_193472,Europe,TMC,100k,Norway_193472_control,215.190002441406,5,11,29,898.051635742188,17.8789291381836,0,0.148300886154175,2.08302140235901,258.060913085938,494.817657470703,Polar,Tundra,HerbacousVeg
Norway_193468,Europe,TMB,100k,Norway_193468_control,219.197235107422,17,11,27,836.3779296875,22.0850944519043,0,0.19036491215229,1.14500546455383,91.9722442626953,1858.28295898438,Cold,Tundra,ClosedForestEvergreenNeedle
Canada_19409,North America,SLB,100k,Canada_19409_control,90.897705078125,13,6,27,269.141510009766,20.1061000823975,0,4.00302837752498e-12,-8.69845294952393,42.7371215820313,770.214721679688,Cold,Boreal Forests/Taiga,HerbacousVeg
Brazil_19431,South America,SHN,100k,Brazil_19431_control,1224.94702148438,21,7,3,602.986206054688,33.2951469421387,4.19008529206621e-06,0.758811235427856,22.8715934753418,116.283950805664,3756.33666992188,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",HerbacousVeg
Brazil_19422,South America,SHD,100k,Brazil_19422_control,627.413452148438,9,7,3,909.154235839844,33.2449760437012,0.0153643852099776,0.187540888786316,23.3542022705078,96.318977355957,3000.54223632813,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",HerbacousVeg
Norway_18948,Europe,SLB,1000k,Norway_18948_control,88.5896377563477,13,6,27,398.596160888672,20.9926338195801,0,0.0213808733969927,-0.210346847772598,56.5520210266113,1392.95788574219,Cold,Boreal Forests/Taiga,HerbacousVeg
Brazil_19447,South America,SHD,100k,Brazil_19447_control,324.180908203125,9,7,6,1044.28503417969,29.0496730804443,0.00182895199395716,0.196448966860771,20.7098960876465,57.0210723876953,3341.47680664063,Arid,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Shrubs
Brazil_19434,South America,THN,100k,Brazil_19434_control,728.086975097656,24,1,1,139.514984130859,32.2778778076172,0,0.245980218052864,21.9467525482178,142.950698852539,5190.373046875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Brazil_19442,South America,THN,100k,Brazil_19442_control,1224.94702148438,24,7,3,606.158935546875,32.9357604980469,0.0071118101477623,0.229867517948151,22.4214935302734,112.434776306152,4682.48046875,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",ClosedForestEvergreenBroad
Brazil_19437,South America,THD,100k,Brazil_19437_control,1466.55200195313,12,7,3,534.640441894531,34.3398017883301,0.0227074064314365,0.303919762372971,23.0356731414795,98.6705780029297,4074.02783203125,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",HerbacousVeg
Brazil_19441,South America,THD,100k,Brazil_19441_control,1108.33557128906,12,1,3,652.103759765625,31.6668014526367,0.00193935399875045,0.283173769712448,22.262544631958,107.209182739258,4530.14404296875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,HerbacousVeg
Canada_19543,North America,TMC,100k,Canada_19543_control,473.763061523438,5,4,26,343.390625,25.4954395294189,5.63914954909706e-06,0.0326713509857655,3.48868036270142,82.1519470214844,2653.251953125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Brazil_19454,South America,THD,100k,Brazil_19454_control,297.581024169922,12,1,3,456.863464355469,30.5792083740234,0.00454638665542007,0.443077802658081,23.2835025787354,88.4745483398438,4081.80395507813,Tropical,Tropical & Subtropical Moist Broadleaf Forests,HerbacousVeg
Brazil_19456,South America,THD,100k,Brazil_19456_control,752.013793945313,12,7,3,624.755249023438,34.3055076599121,0.0166936926543713,0.186157047748566,24.1040687561035,117.464004516602,3382.859375,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",HerbacousVeg
Canada_19547,North America,TMC,100k,Canada_19547_control,486.922119140625,5,4,26,436.432434082031,23.750617980957,4.58228314528242e-05,0.00117099238559604,2.6368191242218,98.745719909668,2623.10180664063,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Canada_19545,North America,TMB,100k,Canada_19545_control,369.958892822266,17,6,26,385.564636230469,25.7736511230469,0,0.00280527747236192,2.39383792877197,55.1103019714356,2326.09887695313,Cold,Boreal Forests/Taiga,ClosedForestMixed
Brazil_19554,South America,THN,100k,Brazil_19554_control,596.80126953125,24,7,12,915.871520996094,27.8534088134766,0.00235164514742792,0.207549497485161,19.4521389007568,142.216186523438,4462.10302734375,Temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",ClosedForestEvergreenBroad
Kenya_19562,Africa,THN,100k,Kenya_19562_control,656.177001953125,24,1,15,2388.61962890625,24.4453525543213,0.00245405128225684,0.378592282533646,15.2145681381226,146.740783691406,4451.85693359375,Temperate,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Honduras_18847,North America,THN,over_1000k,Honduras_18847_control,846.884704589844,24,5,14,58.7590789794922,38.6268768310547,0.00156186847016215,0.111049257218838,19.4600353240967,110.481712341309,4038.0908203125,Temperate,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Brazil_19450,South America,THN,100k,Brazil_19450_control,278.257720947266,24,1,3,8.12714099884033,33.0272064208984,2.07085031433962e-05,0.124957628548145,27.342752456665,133.738845825195,4200.546875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,HerbacousVeg
Taiwan_19573,Asia,THN,100k,Taiwan_19573_control,1373.46716308594,24,1,14,820.976257324219,29.4810028076172,0,0.354982703924179,20.3894481658936,254.952072143555,4716.259765625,Temperate,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Portugal_195915,Europe,THN,100k,Portugal_195915_control,604.231567382813,24,4,9,306.020568847656,27.0373382568359,0.0217883456498384,0.404323935508728,13.7484273910522,121.094276428223,3815.82055664063,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestOther
Spain_195856,Europe,SMD,100k,Spain_195856_control,752.052124023438,8,12,8,674.325927734375,35.2473869323731,0,0.38939893245697,16.0083637237549,50.7634773254395,2471.63037109375,Temperate,"Mediterranean Forests, Woodlands & Scrub",OpenForestOther
Spain_195927,Europe,SMD,100k,Spain_195927_control,554.466369628906,8,12,8,260.018920898438,36.6178321838379,0.0284852124750614,0.183563888072968,18.1364345550537,69.0527648925781,2298.837890625,Temperate,"Mediterranean Forests, Woodlands & Scrub",Shrubs
Spain_195928,Europe,SMD,100k,Spain_195928_control,615.317504882813,8,12,8,529.089477539063,35.4584579467773,0.00168439839035273,0.406362116336823,16.8172740936279,94.7988357543945,2666.17138671875,Temperate,"Mediterranean Forests, Woodlands & Scrub",Cultivated
Spain_196084,Europe,SLD,100k,Spain_196084_control,598.5888671875,7,12,5,597.498229980469,34.6902847290039,2.06213699129876e-05,0.251465827226639,17.4964122772217,27.7943077087402,1186.96557617188,Arid,"Mediterranean Forests, Woodlands & Scrub",HerbacousVeg
Argentina_19605,South America,SHN,100k,Argentina_19605_control,591.838317871094,21,9,14,18.653356552124,33.1100997924805,0.0249768234789372,0.420409321784973,20.0660953521729,98.7392425537109,3458.37036132813,Temperate,Flooded Grasslands & Savannas,HerbacousVeg
Saudi Arabia_19556,Asia,SLN,100k,Saudi Arabia_19556_control,190.4287109375,19,13,4,987.492553710937,41.4569282531738,1.65645597007824e-05,0.0808374360203743,27.5202693939209,7.4307107925415,536.527893066406,Arid,Deserts & Xeric Shrublands,Bare
Malaysia_19585,Asia,THN,100k,Malaysia_19585_control,553.805786132813,24,1,1,124.519645690918,31.0262870788574,0.00241430243477225,0.0652232468128204,25.3445453643799,426.845947265625,4099.91259765625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Argentina_19611,South America,THD,100k,Argentina_19611_control,458.325927734375,12,1,12,1238.11950683594,27.7638854980469,0.00678729265928268,0.174206882715225,15.1282472610474,97.408821105957,4249.8505859375,Temperate,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestDeciduousBroad
Brazil_19453,South America,SMD,100k,Brazil_19453_control,343.343841552734,8,13,6,761.560119628906,31.4889373779297,0.000106860832602251,0.132977664470673,23.0443420410156,55.9501991271973,3150.40893554688,Arid,Deserts & Xeric Shrublands,Shrubs
Brazil_19448,South America,SHN,500k,Brazil_19448_control,667.299133300781,21,7,14,113.183898925781,30.8675861358643,0.00531017687171698,0.172556862235069,18.0270042419434,118.84774017334,3883.18310546875,Temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",HerbacousVeg
Argentina_19618,South America,SHN,100k,Argentina_19618_control,583.421997070313,21,9,14,14.5327224731445,32.6500015258789,0.000879362924024463,0.751254916191101,19.0680656433105,92.0520782470703,3777.17260742188,Temperate,Flooded Grasslands & Savannas,HerbacousVeg
Brazil_19438,South America,THD,500k,Brazil_19438_control,689.912292480469,12,7,3,903.455444335938,32.3627166748047,0.000371452159015462,0.191108271479607,22.428560256958,106.617462158203,3725.30395507813,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",HerbacousVeg
Brazil_19750,South America,SHD,100k,Brazil_19750_control,666.394226074219,9,7,3,914,32.720458984375,0.00455248868092895,0.329788744449616,22.7996482849121,82.3719024658203,3439.85766601563,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",HerbacousVeg
Brazil_19770,South America,SHN,100k,Brazil_19770_control,148.792755126953,21,1,3,69.1625137329102,31.2284774780273,0.00223991647362709,0.430124402046204,24.4373950958252,98.089485168457,4448.9541015625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,HerbacousVeg
Romania_196478,Europe,TMB,500k,Romania_196478_control,1089.91027832031,17,5,27,1323.96325683594,22.1483497619629,0,0.254331827163696,4.89865255355835,74.1304321289063,2743.60961914063,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Norway_193414,Europe,TMB,1000k,Norway_193414_control,185.72492980957,17,6,27,230.117309570313,23.5906486511231,0,0.186240568757057,2.53852200508118,64.583984375,2278.78540039063,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_19785,North America,TMC,100k,Canada_19785_control,1108.37878417969,5,4,26,243.497268676758,26.7594871520996,0,0.398805350065231,7.46922826766968,92.0087890625,2795.78491210938,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Brazil_19737,South America,THD,500k,Brazil_19737_control,816.493713378906,12,1,11,1075.08862304688,28.3286800384522,1.82481544470647e-05,0.209823578596115,19.8017272949219,126.340126037598,3845.025390625,Temperate,Tropical & Subtropical Moist Broadleaf Forests,HerbacousVeg
Canada_19787,North America,TMB,100k,Canada_19787_control,916.442138671875,17,4,26,391.152099609375,26.6713371276856,0,0.287346452474594,6.86291265487671,89.0543670654297,2828.79370117188,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Canada_19788,North America,TMB,100k,Canada_19788_control,907.232421875,17,4,26,228.266311645508,29.2071113586426,0,0.540187776088715,8.61711692810059,82.6684951782227,3299.04296875,Cold,Temperate Broadleaf & Mixed Forests,OpenForestOther
Canada_19790,North America,TMC,100k,Canada_19790_control,588.135559082031,5,4,26,474.528015136719,26.8781394958496,0,0.0844041779637337,5.0509295463562,82.3401870727539,3284.45336914063,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Indonesia_1910,Asia,THN,over_1000k,Indonesia_1910_control,2620.5556640625,24,1,14,228.276443481445,36.216796875,0.000213148436159827,0.348818063735962,19.977445602417,172.210189819336,3578.49243164063,Temperate,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Canada_19789,North America,TMC,100k,Canada_19789_control,799.002685546875,5,4,26,278.885711669922,27.4735050201416,0,0.245489552617073,6.57539558410645,82.6170883178711,3002.91064453125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Canada_19791,North America,TMC,100k,Canada_19791_control,880.489318847656,5,4,26,241.367202758789,27.5108013153076,0,0.238203421235085,6.67920589447022,80.1932220458984,3071.17456054688,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Canada_19796,North America,TMB,100k,Canada_19796_control,907.232360839844,17,4,26,271.995483398438,29.0434303283691,0,0.644303739070892,8.28105449676514,79.4990768432617,2760.32446289063,Cold,Temperate Broadleaf & Mixed Forests,OpenForestOther
Canada_19797,North America,SMB,100k,Canada_19797_control,907.232360839844,14,4,25,89.0982437133789,28.0826034545898,0,0.477085381746292,9.74460029602051,76.1769332885742,3088.75219726563,Cold,Temperate Broadleaf & Mixed Forests,OpenForestOther
Costa Rica_19372,North America,THN,over_1000k,Costa Rica_19372_control,583.6005859375,24,5,14,61.1335067749024,34.548755645752,9.43447375902906e-05,0.18544901907444,19.6874561309814,122.703437805176,3924.62182617188,Temperate,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Canada_19808,North America,TMC,100k,Canada_19808_control,1062.65075683594,5,4,26,246.748306274414,26.407112121582,0,0.388307988643646,7.39230346679688,92.9545593261719,3271.4423828125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Canada_19810,North America,TMC,100k,Canada_19810_control,626.521118164063,5,4,26,182.98583984375,28.7414531707764,0.00138846237678081,0.167160511016846,5.60190725326538,72.4045257568359,3274.17895507813,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Canada_19809,North America,TMB,100k,Canada_19809_control,361.237121582031,17,6,26,322.214874267578,25.4548149108887,0,0.000397760042687878,2.66384601593018,53.2462539672852,3186.25805664063,Cold,Boreal Forests/Taiga,ClosedForestMixed
Canada_19815,North America,TMB,100k,Canada_19815_control,900.379150390625,17,4,26,365.2705078125,28.529275894165,0,0.521422266960144,7.623291015625,79.9189758300781,3166.080078125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Canada_19813,North America,TMB,100k,Canada_19813_control,395.59814453125,17,4,26,374.714447021484,26.4919452667236,0,0.0946099311113358,2.95112872123718,57.5131149291992,2802.02221679688,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Costa Rica_19379,North America,THN,over_1000k,Costa Rica_19379_control,1078.19702148438,24,4,14,368.340911865234,36.1301574707031,0.00142325437627733,0.175143420696259,15.9676342010498,119.088333129883,3985.30151367188,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Canada_19816,North America,TMB,100k,Canada_19816_control,900.379150390625,17,4,26,341.204162597656,28.759464263916,0,0.535549640655518,7.91079664230347,77.6522445678711,3121.7177734375,Cold,Temperate Broadleaf & Mixed Forests,Cultivated
Canada_19819,North America,SMB,100k,Canada_19819_control,952.667114257813,14,4,25,178.420303344727,29.5499992370605,0,0.597226500511169,9.64160919189453,80.3807373046875,2858.69702148438,Cold,Temperate Broadleaf & Mixed Forests,OpenForestOther
Canada_19833,North America,SMC,100k,Canada_19833_control,773.770629882813,2,4,26,190.204574584961,24.3073635101318,0.000980397337116301,0.0977825447916985,6.8369951248169,91.681999206543,2521.66650390625,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Canada_19823,North America,TMB,100k,Canada_19823_control,912.795288085938,17,4,26,342.336975097656,28.2669143676758,0,0.414235919713974,7.15037345886231,76.3660583496094,3107.46215820313,Cold,Temperate Broadleaf & Mixed Forests,OpenForestOther
Canada_19824,North America,TMC,100k,Canada_19824_control,1108.37878417969,5,4,26,253.680023193359,24.8775749206543,0,0.17757423222065,6.91251468658447,99.8351058959961,3427.46826171875,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Canada_19835,North America,TMB,100k,Canada_19835_control,426.968170166016,17,6,26,510.804138183594,25.9209499359131,0,0.00206124247051775,2.4298951625824,64.1565399169922,2819.71704101563,Cold,Boreal Forests/Taiga,ClosedForestMixed
Canada_19840,North America,TMB,100k,Canada_19840_control,426.968200683594,17,4,26,524.6513671875,24.757682800293,0.000360365695087239,0.000729738618247211,2.65047812461853,63.394645690918,2308.77099609375,Cold,Temperate Broadleaf & Mixed Forests,OpenForestOther
